Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Middeltemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Folgefonna Skisenter;SN49085;15.10.2016;5.2;2.3;-0.6;0.6;0
Folgefonna Skisenter;SN49085;16.10.2016;2.3;1.3;-1;1.8;0
Folgefonna Skisenter;SN49085;17.10.2016;5.9;3;1;0.6;0
Folgefonna Skisenter;SN49085;18.10.2016;3.7;2.9;1.9;1.5;0
Folgefonna Skisenter;SN49085;19.10.2016;5.2;2.9;1.4;0.2;0
Folgefonna Skisenter;SN49085;20.10.2016;3.2;0.9;0.2;0;0
Folgefonna Skisenter;SN49085;21.10.2016;1.2;-0.8;-2.2;0.3;0
Folgefonna Skisenter;SN49085;22.10.2016;1;-2.5;-3.7;0;0
Folgefonna Skisenter;SN49085;23.10.2016;-2.5;-3.3;-4.7;0.5;0
Folgefonna Skisenter;SN49085;24.10.2016;0.1;-1.1;-2.7;0.5;0
Folgefonna Skisenter;SN49085;25.10.2016;0.2;-1.3;-2.1;0.4;0
Folgefonna Skisenter;SN49085;26.10.2016;2.9;0.7;-2.3;0;0
Folgefonna Skisenter;SN49085;27.10.2016;2.5;1.6;0.6;26;0
Folgefonna Skisenter;SN49085;28.10.2016;3.5;-1.8;-2.7;37.4;0
Folgefonna Skisenter;SN49085;29.10.2016;-1.8;-2.6;-3.3;11.9;49
Folgefonna Skisenter;SN49085;30.10.2016;3.1;1.4;-2.6;0.8;45
Folgefonna Skisenter;SN49085;31.10.2016;4.5;2.9;2.3;0.3;30
Folgefonna Skisenter;SN49085;01.11.2016;3.1;-2.4;-2.8;11.8;25
Folgefonna Skisenter;SN49085;02.11.2016;-1.8;-4.2;-6.9;1.1;27
Folgefonna Skisenter;SN49085;03.11.2016;-2;-3.5;-6.4;0;26
Folgefonna Skisenter;SN49085;04.11.2016;-1.7;-3.1;-3.8;0;24
Folgefonna Skisenter;SN49085;05.11.2016;-3.1;-6;-7.2;5;21
Folgefonna Skisenter;SN49085;06.11.2016;-5;-7.9;-10.1;8.3;18
Folgefonna Skisenter;SN49085;07.11.2016;-6.9;-11.7;-13.3;0.9;18
Folgefonna Skisenter;SN49085;08.11.2016;-8.3;-11.3;-13.2;1.4;17
Folgefonna Skisenter;SN49085;09.11.2016;-8.4;-10.3;-12.1;1.1;17
Folgefonna Skisenter;SN49085;10.11.2016;-5.8;-7.8;-10.3;1.6;18
Folgefonna Skisenter;SN49085;11.11.2016;-4.8;-6;-9.3;0;18
Folgefonna Skisenter;SN49085;12.11.2016;-1.6;-2.9;-6.3;0;18
Folgefonna Skisenter;SN49085;13.11.2016;0.2;-0.7;-1.9;2.1;19
Folgefonna Skisenter;SN49085;14.11.2016;3.7;2.3;-1.9;0.9;20
Folgefonna Skisenter;SN49085;15.11.2016;5.6;1.3;-1.2;10;9
Folgefonna Skisenter;SN49085;16.11.2016;0.4;-1.7;-3.7;13.5;28
Folgefonna Skisenter;SN49085;17.11.2016;-3.6;-4.3;-5.2;17.7;77
Folgefonna Skisenter;SN49085;18.11.2016;-2.9;-3.6;-4.5;5.1;25
Folgefonna Skisenter;SN49085;19.11.2016;-3.1;-4.1;-6;9.2;50
Folgefonna Skisenter;SN49085;20.11.2016;-3;-4.3;-6.4;1.7;35
Folgefonna Skisenter;SN49085;21.11.2016;-2;-2.6;-4;1.9;22
Folgefonna Skisenter;SN49085;22.11.2016;3.4;1.2;-2.6;5.3;17
Folgefonna Skisenter;SN49085;23.11.2016;1.8;-2.4;-5.1;4.3;21
Folgefonna Skisenter;SN49085;24.11.2016;-0.3;-2.1;-5.6;4.3;36
Folgefonna Skisenter;SN49085;25.11.2016;1;0.7;-0.3;5.5;35
Folgefonna Skisenter;SN49085;26.11.2016;2.7;-1.9;-4.2;5.9;30
Folgefonna Skisenter;SN49085;27.11.2016;-3.5;-5.8;-6.3;4.5;55
Folgefonna Skisenter;SN49085;28.11.2016;-4.6;-7;-8.3;0;54
Folgefonna Skisenter;SN49085;29.11.2016;-2;-4.2;-9.6;0;54
Folgefonna Skisenter;SN49085;30.11.2016;-3.5;-4.3;-5.3;6.8;93
Folgefonna Skisenter;SN49085;01.12.2016;-0.5;-3.4;-6.5;5.5;117
Folgefonna Skisenter;SN49085;02.12.2016;-5.9;-6.5;-8;1.8;117
Folgefonna Skisenter;SN49085;03.12.2016;-1.8;-3.2;-7.4;0.1;116
Folgefonna Skisenter;SN49085;04.12.2016;-0.1;-0.8;-1.8;4.2;115
Folgefonna Skisenter;SN49085;05.12.2016;-0.1;-2.5;-3.1;2.7;123
Folgefonna Skisenter;SN49085;06.12.2016;0.1;-3.3;-8.2;0.2;120
Folgefonna Skisenter;SN49085;07.12.2016;4.5;2.6;-4.5;2.5;118
Folgefonna Skisenter;SN49085;08.12.2016;4.7;2.3;1.5;36.8;102
Folgefonna Skisenter;SN49085;09.12.2016;1.9;0.3;-1.1;13.5;109
Folgefonna Skisenter;SN49085;10.12.2016;1.9;0.1;-1;14.3;102
Folgefonna Skisenter;SN49085;11.12.2016;-0.7;-2;-4.8;14;132
Folgefonna Skisenter;SN49085;12.12.2016;-0.3;-2.4;-5.5;1.2;133
Folgefonna Skisenter;SN49085;13.12.2016;-0.2;-1.7;-5.3;3.1;131
Folgefonna Skisenter;SN49085;14.12.2016;2.5;0.1;-3.3;0.8;131
Folgefonna Skisenter;SN49085;15.12.2016;3.6;2.9;-1.7;0.5;125
Folgefonna Skisenter;SN49085;16.12.2016;3.6;1.1;-1.4;0.6;115
Folgefonna Skisenter;SN49085;17.12.2016;0.6;-1;-2.9;1.5;116
Folgefonna Skisenter;SN49085;18.12.2016;3.4;0.8;-5.4;6.1;127
Folgefonna Skisenter;SN49085;19.12.2016;7.6;4.9;2.5;0.5;114
Folgefonna Skisenter;SN49085;20.12.2016;3.5;0.7;-1.7;0.5;103
Folgefonna Skisenter;SN49085;21.12.2016;1;-2.3;-3.4;0;102
Folgefonna Skisenter;SN49085;22.12.2016;-2.8;-4.1;-4.7;16;102
Folgefonna Skisenter;SN49085;23.12.2016;-1.4;-3.4;-5.6;20.4;121
Folgefonna Skisenter;SN49085;24.12.2016;-0.6;-4.8;-6.3;17.1;139
Folgefonna Skisenter;SN49085;25.12.2016;3.5;-1.4;-5.3;16.9;144
Folgefonna Skisenter;SN49085;26.12.2016;1.6;-;-6.9;28.4;134
Folgefonna Skisenter;SN49085;27.12.2016;-1.2;-;-9.5;-;-
Folgefonna Skisenter;SN49085;28.12.2016;-0.1;-;-3.5;-;-
Folgefonna Skisenter;SN49085;29.12.2016;0.2;-0.8;-2.4;-;136
Folgefonna Skisenter;SN49085;30.12.2016;2.3;1.3;-0.8;2.1;135
Folgefonna Skisenter;SN49085;31.12.2016;2.2;-1.1;-2.5;54.4;139
Folgefonna Skisenter;SN49085;01.01.2017;-1.9;-6.6;-8.7;5.2;161
Folgefonna Skisenter;SN49085;02.01.2017;-7.2;-8.3;-11.8;0.6;159
Folgefonna Skisenter;SN49085;03.01.2017;-1.8;-5.1;-8.3;2.5;165
Folgefonna Skisenter;SN49085;04.01.2017;-5.4;-8.6;-10.3;4;152
Folgefonna Skisenter;SN49085;05.01.2017;-9.1;-11.7;-15.5;0;147
Folgefonna Skisenter;SN49085;06.01.2017;-1.3;-4.3;-13;0.3;145
Folgefonna Skisenter;SN49085;07.01.2017;-0.2;-5.6;-8.5;5.5;162
Folgefonna Skisenter;SN49085;08.01.2017;0.3;-1.2;-7;0.1;161
Folgefonna Skisenter;SN49085;09.01.2017;1.6;0.4;-0.3;0.8;158
Folgefonna Skisenter;SN49085;10.01.2017;0.5;-2.7;-4.8;3.4;162
Folgefonna Skisenter;SN49085;11.01.2017;-0.8;-3.7;-5.8;8.2;164
Folgefonna Skisenter;SN49085;12.01.2017;-4.3;-5.6;-6.6;6.4;175
Folgefonna Skisenter;SN49085;13.01.2017;-5.1;-6.7;-8.6;10.9;199
Folgefonna Skisenter;SN49085;14.01.2017;-5.9;-10.4;-14.3;4.5;200
Folgefonna Skisenter;SN49085;15.01.2017;-9.4;-11.1;-14.6;0;197
Folgefonna Skisenter;SN49085;16.01.2017;-4.5;-6.7;-11.1;0;195
Folgefonna Skisenter;SN49085;17.01.2017;1.5;-0.3;-5.9;0.1;193
Folgefonna Skisenter;SN49085;18.01.2017;2.1;0.7;-0.6;1.4;189
Folgefonna Skisenter;SN49085;19.01.2017;1.5;0.8;-0.6;7.5;190
Folgefonna Skisenter;SN49085;20.01.2017;1.1;0.4;-0.1;3;184
Folgefonna Skisenter;SN49085;21.01.2017;5;1.4;-2.6;4.4;185
Folgefonna Skisenter;SN49085;22.01.2017;5.1;-2.6;-6.1;0;184
Folgefonna Skisenter;SN49085;23.01.2017;-2.8;-3.6;-5.9;0.5;186
Folgefonna Skisenter;SN49085;24.01.2017;-1.2;-2.8;-6.6;0.6;190
Folgefonna Skisenter;SN49085;25.01.2017;2;1.1;-1.3;0;188
Folgefonna Skisenter;SN49085;26.01.2017;6.2;2.7;-1.3;0.6;185
Folgefonna Skisenter;SN49085;27.01.2017;6.5;2.3;-1.3;0;142
Folgefonna Skisenter;SN49085;28.01.2017;0.7;-0.9;-7.3;0;142
Folgefonna Skisenter;SN49085;29.01.2017;0.7;-2.8;-5.1;0.8;142
Folgefonna Skisenter;SN49085;30.01.2017;-2.9;-4.8;-7.3;5.9;147
Folgefonna Skisenter;SN49085;31.01.2017;-0.5;-3.1;-9;0;145
Folgefonna Skisenter;SN49085;01.02.2017;2.6;0.2;-3.4;0;135
Folgefonna Skisenter;SN49085;02.02.2017;2.5;0.9;-1.6;0.3;135
Folgefonna Skisenter;SN49085;03.02.2017;3.6;2.2;0.8;0.5;131
Folgefonna Skisenter;SN49085;04.02.2017;3.8;-1.1;-3.3;0.7;125
Folgefonna Skisenter;SN49085;05.02.2017;-0.7;-4.2;-5.5;1.4;126
Folgefonna Skisenter;SN49085;06.02.2017;-3.9;-7;-9.3;2.3;93
Folgefonna Skisenter;SN49085;07.02.2017;-9.1;-11.9;-14.8;2;92
Folgefonna Skisenter;SN49085;08.02.2017;-8.7;-11.4;-16.2;3.8;92
Folgefonna Skisenter;SN49085;09.02.2017;-9.3;-11.7;-12.9;0.9;92
Folgefonna Skisenter;SN49085;10.02.2017;-8.5;-10.1;-13.5;2.5;91
Folgefonna Skisenter;SN49085;11.02.2017;-0.9;-4;-9.8;0.6;91
Folgefonna Skisenter;SN49085;12.02.2017;-0.1;-3.2;-6.4;0;91
Folgefonna Skisenter;SN49085;13.02.2017;5.3;0.8;-3.6;0;91
Folgefonna Skisenter;SN49085;14.02.2017;5.8;1.7;-1.7;0;91
Folgefonna Skisenter;SN49085;15.02.2017;5.9;2.6;0.3;0;91
Folgefonna Skisenter;SN49085;16.02.2017;2;0.2;-0.9;0.5;89
Folgefonna Skisenter;SN49085;17.02.2017;-0.5;-2.6;-5.3;2.8;94
Folgefonna Skisenter;SN49085;18.02.2017;0.7;-1.5;-5.9;0.3;95
Folgefonna Skisenter;SN49085;19.02.2017;0.2;-0.7;-1;16.9;120
Folgefonna Skisenter;SN49085;20.02.2017;0.2;-1;-2.1;7.5;153
Folgefonna Skisenter;SN49085;21.02.2017;-1.5;-4;-5.9;10.5;195
Folgefonna Skisenter;SN49085;22.02.2017;-2.5;-3.9;-5;5.5;208
Folgefonna Skisenter;SN49085;23.02.2017;-3.4;-9.7;-12.6;11.4;232
Folgefonna Skisenter;SN49085;24.02.2017;-6.3;-11.4;-14.7;0.1;227
Folgefonna Skisenter;SN49085;25.02.2017;-1.3;-4.9;-13.5;0;224
Folgefonna Skisenter;SN49085;26.02.2017;-1.1;-3;-4.6;5;211
Folgefonna Skisenter;SN49085;27.02.2017;-0.1;-2.5;-4.5;2.7;198
Folgefonna Skisenter;SN49085;28.02.2017;-1.9;-3.4;-4.2;7.2;313
Folgefonna Skisenter;SN49085;01.03.2017;-3.7;-5.6;-7.6;0.8;186
Folgefonna Skisenter;SN49085;02.03.2017;-3.5;-5.2;-7.4;2.3;185
Folgefonna Skisenter;SN49085;03.03.2017;-1.5;-4;-6.2;1.1;186
Folgefonna Skisenter;SN49085;04.03.2017;-2.6;-4.9;-9;2.2;189
Folgefonna Skisenter;SN49085;05.03.2017;-3.8;-6.7;-8;2.5;158
Folgefonna Skisenter;SN49085;06.03.2017;-6.6;-9.4;-11.5;9.2;41
Folgefonna Skisenter;SN49085;07.03.2017;-7;-10.3;-12.3;4.8;137
Folgefonna Skisenter;SN49085;08.03.2017;-3.6;-7.2;-14.1;0.1;136
Folgefonna Skisenter;SN49085;09.03.2017;-1.9;-3.2;-5.2;5.2;156
Folgefonna Skisenter;SN49085;10.03.2017;-2.2;-4;-6.4;11.1;166
Folgefonna Skisenter;SN49085;11.03.2017;0;-1.3;-6.2;0.4;165
Folgefonna Skisenter;SN49085;12.03.2017;1.5;-0.1;-1.3;1.5;162
Folgefonna Skisenter;SN49085;13.03.2017;-0.2;-2.1;-3.5;0.7;161
Folgefonna Skisenter;SN49085;14.03.2017;0.1;-2;-3.5;12.6;171
Folgefonna Skisenter;SN49085;15.03.2017;-2.9;-3.7;-4.4;22.6;173
Folgefonna Skisenter;SN49085;16.03.2017;1.1;-1.8;-3.9;4.3;179
Folgefonna Skisenter;SN49085;17.03.2017;-2.4;-5.5;-6.5;21.9;194
Folgefonna Skisenter;SN49085;18.03.2017;-5.4;-8.1;-10.6;5.2;216
Folgefonna Skisenter;SN49085;19.03.2017;-3.5;-5.5;-12.4;0.4;212
Folgefonna Skisenter;SN49085;20.03.2017;-1.3;-3.5;-4.5;4.9;194
Folgefonna Skisenter;SN49085;21.03.2017;-2.3;-4.1;-4.8;7.2;191
Folgefonna Skisenter;SN49085;22.03.2017;-4.5;-6.7;-8.4;7.8;214
Folgefonna Skisenter;SN49085;23.03.2017;-4.1;-6.9;-13;3.9;218
Folgefonna Skisenter;SN49085;24.03.2017;-3;-3.9;-5.4;19;218
Folgefonna Skisenter;SN49085;25.03.2017;0;-0.9;-4;1.8;235
Folgefonna Skisenter;SN49085;26.03.2017;5.8;3.6;-0.2;0;229
Folgefonna Skisenter;SN49085;27.03.2017;6.2;3.9;2.1;0;214
Folgefonna Skisenter;SN49085;28.03.2017;8.7;3;-0.4;0;206
Folgefonna Skisenter;SN49085;29.03.2017;3.4;-1;-3.3;0;204
Folgefonna Skisenter;SN49085;30.03.2017;1.8;0.9;-4.3;0.3;205
Folgefonna Skisenter;SN49085;31.03.2017;4.6;3.1;1;11.3;206
Folgefonna Skisenter;SN49085;01.04.2017;4.6;1.1;0.4;11;199
Folgefonna Skisenter;SN49085;02.04.2017;1.4;-0.3;-1.1;7.1;203
Folgefonna Skisenter;SN49085;03.04.2017;4.9;-0.1;-4.5;3.8;204
Folgefonna Skisenter;SN49085;04.04.2017;0.9;-1.5;-2.9;0.1;204
Folgefonna Skisenter;SN49085;05.04.2017;-2.4;-3.9;-4.8;15.8;203
Folgefonna Skisenter;SN49085;06.04.2017;0.6;-1.3;-4.4;1.7;207
Folgefonna Skisenter;SN49085;07.04.2017;2.3;0.6;-0.6;11.3;211
Folgefonna Skisenter;SN49085;08.04.2017;1.3;-0.5;-1.1;0;208
Folgefonna Skisenter;SN49085;09.04.2017;3.1;0.9;-2.5;2;212
Folgefonna Skisenter;SN49085;10.04.2017;2.8;-4;-6.5;3.6;217
Folgefonna Skisenter;SN49085;11.04.2017;-1.9;-4.4;-8.1;4;229
Folgefonna Skisenter;SN49085;12.04.2017;-1;-2.2;-2.8;4.6;234
Folgefonna Skisenter;SN49085;13.04.2017;-2.2;-4.5;-5.8;5.2;242
Folgefonna Skisenter;SN49085;14.04.2017;-0.6;-5.3;-10.7;1.1;242
Folgefonna Skisenter;SN49085;15.04.2017;2.3;-3.8;-5.6;0;232
Folgefonna Skisenter;SN49085;16.04.2017;-2.1;-4.4;-5;4.1;234
Folgefonna Skisenter;SN49085;17.04.2017;1.6;-4.5;-8.2;1.4;237
Folgefonna Skisenter;SN49085;18.04.2017;-2.9;-5.2;-8.5;0;235
Folgefonna Skisenter;SN49085;19.04.2017;-3.1;-4.2;-6;2.6;238
Folgefonna Skisenter;SN49085;20.04.2017;1.1;-1.1;-3.6;1.9;233
Folgefonna Skisenter;SN49085;21.04.2017;-1.4;-4.7;-6.8;5.9;232
Folgefonna Skisenter;SN49085;22.04.2017;-3;-4.9;-6.5;4.2;239
Folgefonna Skisenter;SN49085;23.04.2017;-4.7;-6.2;-8.1;1.8;238
Folgefonna Skisenter;SN49085;24.04.2017;-3.9;-6.5;-7.4;6.5;260
Folgefonna Skisenter;SN49085;25.04.2017;-3.3;-6.3;-8.6;6.3;268
Folgefonna Skisenter;SN49085;26.04.2017;-1.2;-5.4;-9.4;0.1;263
Folgefonna Skisenter;SN49085;27.04.2017;-0.1;-3.6;-7.1;1.8;267
Folgefonna Skisenter;SN49085;28.04.2017;-2.5;-4.2;-6.9;1.3;399
Folgefonna Skisenter;SN49085;29.04.2017;-1.7;-3.1;-3.9;1.8;256
Folgefonna Skisenter;SN49085;30.04.2017;1.3;-2;-5;0.1;254
Folgefonna Skisenter;SN49085;01.05.2017;4.3;1.1;-3.5;0;252
Folgefonna Skisenter;SN49085;02.05.2017;10;4;-1.7;0;250
Folgefonna Skisenter;SN49085;03.05.2017;10.1;5.1;2.5;0;248
Folgefonna Skisenter;SN49085;04.05.2017;11;4.9;1.8;0;243
Folgefonna Skisenter;SN49085;05.05.2017;12;7;3.7;0;239
Folgefonna Skisenter;SN49085;06.05.2017;9.4;6.4;4;0;234
Folgefonna Skisenter;SN49085;07.05.2017;7.5;4.4;3.2;0;228
Folgefonna Skisenter;SN49085;08.05.2017;4.7;-0.9;-2.5;0;223
Folgefonna Skisenter;SN49085;09.05.2017;2.3;-2.6;-5.3;0;223
Folgefonna Skisenter;SN49085;10.05.2017;2.6;-1.6;-3.7;2.8;228
Folgefonna Skisenter;SN49085;11.05.2017;1.3;-1.3;-4;3.8;230
Folgefonna Skisenter;SN49085;12.05.2017;2.1;1.2;-0.7;0;225
Folgefonna Skisenter;SN49085;13.05.2017;6.4;4;1;0;222
Folgefonna Skisenter;SN49085;14.05.2017;7.7;4.3;3;0.4;214
Folgefonna Skisenter;SN49085;15.05.2017;5.8;4.1;2.4;0.4;209
Folgefonna Skisenter;SN49085;16.05.2017;8;5.3;2.5;0.2;201
Folgefonna Skisenter;SN49085;17.05.2017;6.5;5.4;3.1;15.8;180
Folgefonna Skisenter;SN49085;18.05.2017;8.8;5.9;2.6;6.5;166
Folgefonna Skisenter;SN49085;19.05.2017;12.4;7.4;2.2;1.8;159
Folgefonna Skisenter;SN49085;20.05.2017;12.5;8;6.1;0;144
Folgefonna Skisenter;SN49085;21.05.2017;6.9;2.5;0.9;0.3;127
Folgefonna Skisenter;SN49085;22.05.2017;5.1;-;0.7;2.4;59
Folgefonna Skisenter;SN49085;23.05.2017;8.5;4.5;0.8;0;58
Folgefonna Skisenter;SN49085;24.05.2017;6.3;2.6;1.9;0.2;57
Folgefonna Skisenter;SN49085;25.05.2017;6;3.9;1.3;0;54
Folgefonna Skisenter;SN49085;26.05.2017;9.8;6.7;2.9;0.2;46
Folgefonna Skisenter;SN49085;27.05.2017;12.4;10.1;6.2;0;30
Folgefonna Skisenter;SN49085;28.05.2017;12;8.7;5.8;0;6
Folgefonna Skisenter;SN49085;29.05.2017;11.4;8.3;4.7;0;0
Folgefonna Skisenter;SN49085;30.05.2017;10;-;4;0;0
Folgefonna Skisenter;SN49085;31.05.2017;5.6;-;0.7;0;0
Folgefonna Skisenter;SN49085;01.06.2017;5.5;1.7;-2.5;-;0
Folgefonna Skisenter;SN49085;02.06.2017;6.8;5.2;1.6;2.4;0
Folgefonna Skisenter;SN49085;03.06.2017;9.9;6.3;3.4;2.3;0
Folgefonna Skisenter;SN49085;04.06.2017;8.3;4.4;2.9;5;0
Folgefonna Skisenter;SN49085;05.06.2017;4.2;2.4;0.6;4.1;0
Folgefonna Skisenter;SN49085;06.06.2017;8.1;5.9;2.5;5.5;0
Folgefonna Skisenter;SN49085;07.06.2017;8.9;6;5.6;0.7;0
Folgefonna Skisenter;SN49085;08.06.2017;6.1;4.1;3;0.4;0
Folgefonna Skisenter;SN49085;09.06.2017;8;6.1;3;2.4;0
Folgefonna Skisenter;SN49085;10.06.2017;7.3;5;3.2;3.2;0
Folgefonna Skisenter;SN49085;11.06.2017;7.8;5.7;4.6;0.5;0
Folgefonna Skisenter;SN49085;12.06.2017;5.5;4.1;2.8;5.3;0
Folgefonna Skisenter;SN49085;13.06.2017;4.9;3.7;3;1.3;0
Folgefonna Skisenter;SN49085;14.06.2017;7.6;4.6;2;0;0
Folgefonna Skisenter;SN49085;15.06.2017;10.1;7.7;4;0;0
Folgefonna Skisenter;SN49085;16.06.2017;9.4;4.8;3.5;3.1;0
Folgefonna Skisenter;SN49085;17.06.2017;8;5.7;2;0.6;-
Folgefonna Skisenter;SN49085;18.06.2017;8.1;5.5;3.8;6.8;-
Folgefonna Skisenter;SN49085;19.06.2017;4.8;3.3;2.5;0.7;-
Folgefonna Skisenter;SN49085;20.06.2017;2.9;1.5;0.7;7.2;-
Folgefonna Skisenter;SN49085;21.06.2017;5.4;2.6;0.5;0.8;-
Folgefonna Skisenter;SN49085;22.06.2017;8.3;6.3;3.3;0;-
Folgefonna Skisenter;SN49085;23.06.2017;8.2;5.7;4.8;0;-
Folgefonna Skisenter;SN49085;24.06.2017;5.7;2;0.8;6.5;-
Folgefonna Skisenter;SN49085;25.06.2017;3.1;1.7;0;15.5;-
Folgefonna Skisenter;SN49085;26.06.2017;3.6;1.9;0.6;26.9;-
Folgefonna Skisenter;SN49085;27.06.2017;7.6;3.8;-0.5;0.8;-
Folgefonna Skisenter;SN49085;28.06.2017;11.4;8.3;5;0.1;-
Folgefonna Skisenter;SN49085;29.06.2017;10.3;7.8;6.2;0;-
Folgefonna Skisenter;SN49085;30.06.2017;14.7;10.7;6.9;0.4;-
Folgefonna Skisenter;SN49085;01.07.2017;13.6;8.8;5.8;0;-
Folgefonna Skisenter;SN49085;02.07.2017;7.6;3.6;3.3;0.4;-
Folgefonna Skisenter;SN49085;03.07.2017;5.5;3.2;1;16.8;-
Folgefonna Skisenter;SN49085;04.07.2017;8.1;4.8;1.8;0.7;-
Folgefonna Skisenter;SN49085;05.07.2017;9.1;5.1;1.2;0.4;-
Folgefonna Skisenter;SN49085;06.07.2017;9.3;5.4;3;0.1;-
Folgefonna Skisenter;SN49085;07.07.2017;7.6;6.5;3.6;0;-
Folgefonna Skisenter;SN49085;08.07.2017;8;4;2.8;3.2;-
Folgefonna Skisenter;SN49085;09.07.2017;5.1;3.9;1.8;0.1;-
Folgefonna Skisenter;SN49085;10.07.2017;6.3;4.4;2.7;6;-
Folgefonna Skisenter;SN49085;11.07.2017;6.7;4.6;2;0.1;-
Folgefonna Skisenter;SN49085;12.07.2017;4.6;2.5;1.2;8.7;-
Folgefonna Skisenter;SN49085;13.07.2017;4.7;2.8;1.2;2.1;-
Folgefonna Skisenter;SN49085;14.07.2017;7.8;5;1.8;0.1;-
Folgefonna Skisenter;SN49085;15.07.2017;7.8;6.2;3.4;0;-
Folgefonna Skisenter;SN49085;16.07.2017;7.7;4.1;2.5;12.8;-
Folgefonna Skisenter;SN49085;17.07.2017;3.2;2.6;1;29.7;-
Folgefonna Skisenter;SN49085;18.07.2017;7.4;5;3;6.3;-
Folgefonna Skisenter;SN49085;19.07.2017;13.6;10;3.5;0.4;-
Folgefonna Skisenter;SN49085;20.07.2017;15;13;9.7;0.2;-
Folgefonna Skisenter;SN49085;21.07.2017;14;10.1;8;0.3;-
Folgefonna Skisenter;SN49085;22.07.2017;13;10.7;7.4;0.3;-
Folgefonna Skisenter;SN49085;23.07.2017;14.5;11.2;7.5;0;-
Folgefonna Skisenter;SN49085;24.07.2017;12.6;9.3;7.6;0;-
Folgefonna Skisenter;SN49085;25.07.2017;12.2;9.5;6.2;1.5;-
Folgefonna Skisenter;SN49085;26.07.2017;12.3;10.5;8.2;0;-
Folgefonna Skisenter;SN49085;27.07.2017;11.2;7.6;5.9;0.5;-
Folgefonna Skisenter;SN49085;28.07.2017;7.4;5.6;4;5.1;-
Folgefonna Skisenter;SN49085;29.07.2017;8.5;6.7;4.5;0.7;-
Folgefonna Skisenter;SN49085;30.07.2017;10.4;7.5;4.9;1.6;-
Folgefonna Skisenter;SN49085;31.07.2017;8.7;5.4;4.3;10.6;-
Folgefonna Skisenter;SN49085;01.08.2017;7.3;5.7;4.5;14.4;-
Folgefonna Skisenter;SN49085;02.08.2017;7.4;5.2;3.8;5.3;-
Folgefonna Skisenter;SN49085;03.08.2017;8.4;7;3.9;0.1;-
Folgefonna Skisenter;SN49085;04.08.2017;9.8;6.9;4.8;7.8;-
Folgefonna Skisenter;SN49085;05.08.2017;7.6;6.3;5;7.4;-
Folgefonna Skisenter;SN49085;06.08.2017;6.6;4.7;4.2;16.5;-
Folgefonna Skisenter;SN49085;07.08.2017;6.5;4.5;2.5;5.3;-
Folgefonna Skisenter;SN49085;08.08.2017;10.1;6.4;3.7;3.1;-
Folgefonna Skisenter;SN49085;09.08.2017;9.5;8.2;7.2;0;-
Folgefonna Skisenter;SN49085;10.08.2017;8;5.8;4.2;0.8;-
Folgefonna Skisenter;SN49085;11.08.2017;7.5;6.1;4.8;0.2;-
Folgefonna Skisenter;SN49085;12.08.2017;7.7;5.3;4.2;7.8;-
Folgefonna Skisenter;SN49085;13.08.2017;4.6;2.4;1.3;1.9;-
Folgefonna Skisenter;SN49085;14.08.2017;5.9;4.1;1.9;5.5;-
Folgefonna Skisenter;SN49085;15.08.2017;8.4;6.8;4.6;0;-
Folgefonna Skisenter;SN49085;16.08.2017;8.4;5.8;4.2;8.5;-
Folgefonna Skisenter;SN49085;17.08.2017;8.3;7;4.7;0;-
Folgefonna Skisenter;SN49085;18.08.2017;10;7.4;5.1;1.1;-
Folgefonna Skisenter;SN49085;19.08.2017;8;5.2;4.6;0.4;-
Folgefonna Skisenter;SN49085;20.08.2017;8.4;5.8;3.7;3.8;-
Folgefonna Skisenter;SN49085;21.08.2017;6.5;5.5;4.3;1.2;-
Folgefonna Skisenter;SN49085;22.08.2017;11;7.5;3.5;7.1;-
Folgefonna Skisenter;SN49085;23.08.2017;8.1;6.4;4.6;0;-
Folgefonna Skisenter;SN49085;24.08.2017;7.8;5.5;3.5;0;-
Folgefonna Skisenter;SN49085;25.08.2017;8;5.7;3.8;2.4;-
Folgefonna Skisenter;SN49085;26.08.2017;8.3;5.8;3.1;0;-
Folgefonna Skisenter;SN49085;27.08.2017;8.8;6.4;3.9;0;-
Folgefonna Skisenter;SN49085;28.08.2017;9.5;7.3;4.8;0;-
Folgefonna Skisenter;SN49085;29.08.2017;9.3;4.9;3.2;20.2;-
Folgefonna Skisenter;SN49085;30.08.2017;4.8;3.5;2.4;2;-
Folgefonna Skisenter;SN49085;31.08.2017;6.9;4.2;2.4;0.7;-
Folgefonna Skisenter;SN49085;01.09.2017;4.7;3.4;2.1;3.9;-
Folgefonna Skisenter;SN49085;02.09.2017;7.5;5.2;1.4;0.2;-
Folgefonna Skisenter;SN49085;03.09.2017;8;6.6;5.5;0;0
Folgefonna Skisenter;SN49085;04.09.2017;8;5.7;4.6;0;-
Folgefonna Skisenter;SN49085;05.09.2017;8.3;7.3;5.1;0.1;-
Folgefonna Skisenter;SN49085;06.09.2017;8.9;6.4;5.1;10.4;-
Folgefonna Skisenter;SN49085;07.09.2017;7.3;6;4.5;1.7;-
Folgefonna Skisenter;SN49085;08.09.2017;6.9;4.6;3.8;0;-
Folgefonna Skisenter;SN49085;09.09.2017;6.2;4.6;3.6;13.3;-
