,Navn,Stasjon,Tid(norsk normaltid),Nedbør (1 t),Maksimumstemperatur (1 t),Minimumstemperatur (1 t),Middelvind,Høyeste middelvind (1 t)
36692,Bergen - Florida,SN50540,08.03.2025 21:00,0.6,8.4,7.7,,
36693,Bergen - Florida,SN50540,08.03.2025 22:00,1.4,8.6,8.4,,
36694,Bergen - Florida,SN50540,08.03.2025 23:00,0.4,8.5,8.5,,
36695,Bergen - Florida,SN50540,09.03.2025 00:00,0.0,8.9,8.5,,
36696,Bergen - Florida,SN50540,09.03.2025 01:00,0.0,9.1,8.9,,
36697,Bergen - Florida,SN50540,09.03.2025 02:00,0.0,9.2,9.0,,
36698,Bergen - Florida,SN50540,09.03.2025 03:00,0.0,9.2,9.1,,
36699,Bergen - Florida,SN50540,09.03.2025 04:00,0.0,9.2,9.0,,
36700,Bergen - Florida,SN50540,09.03.2025 05:00,0.0,9.1,8.2,,
36701,Bergen - Florida,SN50540,09.03.2025 06:00,0.0,8.2,7.7,,
36702,Bergen - Florida,SN50540,09.03.2025 07:00,0.0,8.7,8.1,,
36703,Bergen - Florida,SN50540,09.03.2025 08:00,0.0,8.9,8.5,,
36704,Bergen - Florida,SN50540,09.03.2025 09:00,0.0,8.7,8.2,,
36705,Bergen - Florida,SN50540,09.03.2025 10:00,0.0,9.2,8.2,,
36706,Bergen - Florida,SN50540,09.03.2025 11:00,0.0,9.5,8.4,,
36707,Bergen - Florida,SN50540,09.03.2025 12:00,0.0,10.0,9.5,,
36708,Bergen - Florida,SN50540,09.03.2025 13:00,0.0,10.7,10.0,,
36709,Bergen - Florida,SN50540,09.03.2025 14:00,0.0,11.1,10.7,,
36710,Bergen - Florida,SN50540,09.03.2025 15:00,0.0,11.0,10.9,,
36711,Bergen - Florida,SN50540,09.03.2025 16:00,0.0,11.0,10.3,,
36712,Bergen - Florida,SN50540,09.03.2025 17:00,0.0,10.3,9.1,,
36713,Bergen - Florida,SN50540,09.03.2025 18:00,0.0,9.1,7.8,,
36714,Bergen - Florida,SN50540,09.03.2025 19:00,0.0,7.8,6.5,,
36715,Bergen - Florida,SN50540,09.03.2025 20:00,0.0,6.5,5.6,,
36716,Bergen - Florida,SN50540,09.03.2025 21:00,0.0,5.6,5.2,,
36717,Bergen - Florida,SN50540,09.03.2025 22:00,0.0,5.2,4.8,,
36718,Bergen - Florida,SN50540,09.03.2025 23:00,0.0,4.9,4.8,,
36719,Bergen - Florida,SN50540,10.03.2025 00:00,0.0,4.8,4.7,,
36720,Bergen - Florida,SN50540,10.03.2025 01:00,0.0,4.9,4.6,,
36721,Bergen - Florida,SN50540,10.03.2025 02:00,0.0,4.7,4.3,,
36722,Bergen - Florida,SN50540,10.03.2025 03:00,0.0,4.4,4.3,,
36723,Bergen - Florida,SN50540,10.03.2025 04:00,0.0,4.3,4.3,,
36724,Bergen - Florida,SN50540,10.03.2025 05:00,0.2,4.3,4.2,,
36725,Bergen - Florida,SN50540,10.03.2025 06:00,0.7,4.5,4.3,,
36726,Bergen - Florida,SN50540,10.03.2025 07:00,0.8,4.4,3.8,,
36727,Bergen - Florida,SN50540,10.03.2025 08:00,0.4,3.8,3.6,,
36728,Bergen - Florida,SN50540,10.03.2025 09:00,0.1,3.7,3.4,,
36729,Bergen - Florida,SN50540,10.03.2025 10:00,0.0,4.1,3.5,,
36730,Bergen - Florida,SN50540,10.03.2025 11:00,0.0,4.7,4.0,,
36731,Bergen - Florida,SN50540,10.03.2025 12:00,0.0,4.7,4.5,,
36732,Bergen - Florida,SN50540,10.03.2025 13:00,0.0,5.7,4.6,,
36733,Bergen - Florida,SN50540,10.03.2025 14:00,0.0,6.4,5.6,,
36734,Bergen - Florida,SN50540,10.03.2025 15:00,0.0,6.1,5.9,,
36735,Bergen - Florida,SN50540,10.03.2025 16:00,0.0,6.3,5.9,,
36736,Bergen - Florida,SN50540,10.03.2025 17:00,0.0,6.4,6.2,,
36737,Bergen - Florida,SN50540,10.03.2025 18:00,0.0,6.4,6.2,,
36738,Bergen - Florida,SN50540,10.03.2025 19:00,0.0,6.2,6.0,,
36739,Bergen - Florida,SN50540,10.03.2025 20:00,0.0,6.2,6.0,,
36740,Bergen - Florida,SN50540,10.03.2025 21:00,0.0,6.0,5.3,,
36741,Bergen - Florida,SN50540,10.03.2025 22:00,0.0,5.8,4.9,,
36742,Bergen - Florida,SN50540,10.03.2025 23:00,0.0,4.9,4.1,,
36743,Bergen - Florida,SN50540,11.03.2025 00:00,0.0,4.1,3.9,,
36744,Bergen - Florida,SN50540,11.03.2025 01:00,0.0,3.9,3.3,,
36745,Bergen - Florida,SN50540,11.03.2025 02:00,0.0,3.5,3.2,,
36746,Bergen - Florida,SN50540,11.03.2025 03:00,0.0,3.4,3.1,,
36747,Bergen - Florida,SN50540,11.03.2025 04:00,0.0,3.4,3.0,,
36748,Bergen - Florida,SN50540,11.03.2025 05:00,0.0,3.0,2.3,,
36749,Bergen - Florida,SN50540,11.03.2025 06:00,0.0,2.3,2.0,,
36750,Bergen - Florida,SN50540,11.03.2025 07:00,0.0,2.0,1.5,,
36751,Bergen - Florida,SN50540,11.03.2025 08:00,0.0,2.1,1.5,,
36752,Bergen - Florida,SN50540,11.03.2025 09:00,0.0,2.5,2.1,,
36753,Bergen - Florida,SN50540,11.03.2025 10:00,0.0,3.1,2.5,,
36754,Bergen - Florida,SN50540,11.03.2025 11:00,0.0,4.4,3.2,,
36755,Bergen - Florida,SN50540,11.03.2025 12:00,0.0,6.6,4.4,,
36756,Bergen - Florida,SN50540,11.03.2025 13:00,0.0,7.1,5.9,,
36757,Bergen - Florida,SN50540,11.03.2025 14:00,0.0,6.8,6.0,,
36758,Bergen - Florida,SN50540,11.03.2025 15:00,0.0,6.6,6.2,,
36759,Bergen - Florida,SN50540,11.03.2025 16:00,0.0,7.2,6.1,,
36760,Bergen - Florida,SN50540,11.03.2025 17:00,0.0,6.3,5.8,,
36761,Bergen - Florida,SN50540,11.03.2025 18:00,0.0,5.8,5.2,,
36762,Bergen - Florida,SN50540,11.03.2025 19:00,0.0,5.2,4.3,,
36763,Bergen - Florida,SN50540,11.03.2025 20:00,0.0,4.3,3.4,,
36764,Bergen - Florida,SN50540,11.03.2025 21:00,0.0,3.5,2.2,,
36765,Bergen - Florida,SN50540,11.03.2025 22:00,0.0,2.1,1.0,,
36766,Bergen - Florida,SN50540,11.03.2025 23:00,0.0,1.9,1.0,,
36767,Bergen - Florida,SN50540,12.03.2025 00:00,0.0,2.1,1.0,,
36768,Bergen - Florida,SN50540,12.03.2025 01:00,0.0,1.9,0.5,,
36769,Bergen - Florida,SN50540,12.03.2025 02:00,0.0,1.2,0.6,,
36770,Bergen - Florida,SN50540,12.03.2025 03:00,0.0,1.3,0.4,,
36771,Bergen - Florida,SN50540,12.03.2025 04:00,0.0,2.1,1.0,,
36772,Bergen - Florida,SN50540,12.03.2025 05:00,0.0,1.8,0.9,,
36773,Bergen - Florida,SN50540,12.03.2025 06:00,0.0,2.1,0.8,,
36774,Bergen - Florida,SN50540,12.03.2025 07:00,0.0,1.4,0.4,,
36775,Bergen - Florida,SN50540,12.03.2025 08:00,0.0,1.2,0.3,,
36776,Bergen - Florida,SN50540,12.03.2025 09:00,0.0,2.8,0.2,,
36777,Bergen - Florida,SN50540,12.03.2025 10:00,0.0,4.2,2.8,,
36778,Bergen - Florida,SN50540,12.03.2025 11:00,0.0,5.2,4.0,,
36779,Bergen - Florida,SN50540,12.03.2025 12:00,0.0,6.1,5.2,,
36780,Bergen - Florida,SN50540,12.03.2025 13:00,0.0,6.6,5.9,,
36781,Bergen - Florida,SN50540,12.03.2025 14:00,0.0,7.4,5.9,,
36782,Bergen - Florida,SN50540,12.03.2025 15:00,0.0,8.0,6.7,,
36783,Bergen - Florida,SN50540,12.03.2025 16:00,0.0,7.9,7.1,,
36784,Bergen - Florida,SN50540,12.03.2025 17:00,0.0,8.0,7.1,,
36785,Bergen - Florida,SN50540,12.03.2025 18:00,0.0,7.4,5.6,,
36786,Bergen - Florida,SN50540,12.03.2025 19:00,0.0,5.6,4.2,,
36787,Bergen - Florida,SN50540,12.03.2025 20:00,0.0,4.2,3.5,,
36788,Bergen - Florida,SN50540,12.03.2025 21:00,0.0,3.8,2.8,,
36789,Bergen - Florida,SN50540,12.03.2025 22:00,0.0,3.1,1.9,,
36790,Bergen - Florida,SN50540,12.03.2025 23:00,0.0,2.2,0.9,,
36791,Bergen - Florida,SN50540,13.03.2025 00:00,0.0,0.9,0.2,,
36792,Bergen - Florida,SN50540,13.03.2025 01:00,0.0,0.2,-0.8,,
36793,Bergen - Florida,SN50540,13.03.2025 02:00,0.0,-0.3,-1.2,,
36794,Bergen - Florida,SN50540,13.03.2025 03:00,0.0,-1.1,-2.0,,
36795,Bergen - Florida,SN50540,13.03.2025 04:00,0.0,-1.6,-2.0,,
36796,Bergen - Florida,SN50540,13.03.2025 05:00,0.0,-1.7,-2.3,,
36797,Bergen - Florida,SN50540,13.03.2025 06:00,0.0,-2.0,-2.5,,
36798,Bergen - Florida,SN50540,13.03.2025 07:00,0.0,-2.0,-2.5,,
36799,Bergen - Florida,SN50540,13.03.2025 08:00,0.0,-2.1,-2.6,,
36800,Bergen - Florida,SN50540,13.03.2025 09:00,0.0,0.9,-2.3,,
36801,Bergen - Florida,SN50540,13.03.2025 10:00,0.0,2.3,1.1,,
36802,Bergen - Florida,SN50540,13.03.2025 11:00,0.0,4.1,2.3,,
36803,Bergen - Florida,SN50540,13.03.2025 12:00,0.0,5.1,3.5,,
36804,Bergen - Florida,SN50540,13.03.2025 13:00,0.0,6.4,4.5,,
36805,Bergen - Florida,SN50540,13.03.2025 14:00,0.0,6.8,6.0,,
36806,Bergen - Florida,SN50540,13.03.2025 15:00,0.0,7.2,6.5,,
36807,Bergen - Florida,SN50540,13.03.2025 16:00,0.0,7.1,6.1,,
36808,Bergen - Florida,SN50540,13.03.2025 17:00,0.0,6.9,6.1,,
36809,Bergen - Florida,SN50540,13.03.2025 18:00,0.0,6.8,5.0,,
36810,Bergen - Florida,SN50540,13.03.2025 19:00,0.0,5.0,3.7,,
36811,Bergen - Florida,SN50540,13.03.2025 20:00,0.0,3.9,2.6,,
36812,Bergen - Florida,SN50540,13.03.2025 21:00,0.0,2.7,2.0,,
36813,Bergen - Florida,SN50540,13.03.2025 22:00,0.0,2.0,1.2,,
36814,Bergen - Florida,SN50540,13.03.2025 23:00,0.0,1.3,0.5,,
36815,Bergen - Florida,SN50540,14.03.2025 00:00,0.0,0.9,-0.3,,
36816,Bergen - Florida,SN50540,14.03.2025 01:00,0.0,-0.2,-0.6,,
36817,Bergen - Florida,SN50540,14.03.2025 02:00,0.0,-0.5,-1.2,,
36818,Bergen - Florida,SN50540,14.03.2025 03:00,0.0,-0.9,-1.5,,
36819,Bergen - Florida,SN50540,14.03.2025 04:00,0.0,-1.0,-1.8,,
36820,Bergen - Florida,SN50540,14.03.2025 05:00,0.0,-1.3,-2.2,,
36821,Bergen - Florida,SN50540,14.03.2025 06:00,0.0,-1.6,-2.2,,
36822,Bergen - Florida,SN50540,14.03.2025 07:00,0.0,-1.8,-2.4,,
36823,Bergen - Florida,SN50540,14.03.2025 08:00,0.0,-1.9,-2.2,,
36824,Bergen - Florida,SN50540,14.03.2025 09:00,0.0,1.3,-2.1,,
36825,Bergen - Florida,SN50540,14.03.2025 10:00,0.0,3.4,1.3,,
36826,Bergen - Florida,SN50540,14.03.2025 11:00,0.0,3.7,3.3,,
36827,Bergen - Florida,SN50540,14.03.2025 12:00,0.0,5.9,3.5,,
36828,Bergen - Florida,SN50540,14.03.2025 13:00,0.0,6.9,6.0,,
36829,Bergen - Florida,SN50540,14.03.2025 14:00,0.0,7.7,6.7,,
36830,Bergen - Florida,SN50540,14.03.2025 15:00,0.0,8.0,6.9,,
36831,Bergen - Florida,SN50540,14.03.2025 16:00,0.0,7.8,7.4,4.3,4.5
36832,Bergen - Florida,SN50540,14.03.2025 17:00,0.0,7.8,6.8,5.2,5.8
36833,Bergen - Florida,SN50540,14.03.2025 18:00,0.0,6.8,4.8,4.2,5.9
36834,Bergen - Florida,SN50540,14.03.2025 19:00,0.0,4.8,3.6,3.6,4.2
36835,Bergen - Florida,SN50540,14.03.2025 20:00,0.0,3.6,2.8,2.5,3.6
36836,Bergen - Florida,SN50540,14.03.2025 21:00,0.0,2.7,2.4,2.4,2.6
36837,Bergen - Florida,SN50540,14.03.2025 22:00,0.0,2.5,1.5,1.1,2.5
36838,Bergen - Florida,SN50540,14.03.2025 23:00,0.0,1.5,0.6,0.7,1.0
36839,Bergen - Florida,SN50540,15.03.2025 00:00,0.0,1.2,-0.2,1.5,1.6
36840,Bergen - Florida,SN50540,15.03.2025 01:00,0.0,-0.1,-0.4,1.4,2.2
36841,Bergen - Florida,SN50540,15.03.2025 02:00,0.0,-0.1,-0.4,2.6,2.7
36842,Bergen - Florida,SN50540,15.03.2025 03:00,0.0,0.0,-0.5,2.2,2.6
36843,Bergen - Florida,SN50540,15.03.2025 04:00,0.0,0.6,0.0,1.9,2.2
36844,Bergen - Florida,SN50540,15.03.2025 05:00,0.0,1.3,0.7,2.6,2.7
36845,Bergen - Florida,SN50540,15.03.2025 06:00,0.0,1.9,1.4,2.9,3.7
36846,Bergen - Florida,SN50540,15.03.2025 07:00,0.0,2.0,1.8,2.2,2.9
36847,Bergen - Florida,SN50540,15.03.2025 08:00,0.1,2.1,1.7,2.8,3.9
36848,Bergen - Florida,SN50540,15.03.2025 09:00,0.0,2.5,1.8,5.0,5.0
36849,Bergen - Florida,SN50540,15.03.2025 10:00,0.2,3.3,2.6,3.4,5.3
36850,Bergen - Florida,SN50540,15.03.2025 11:00,0.0,3.9,3.3,,5.1
36851,Bergen - Florida,SN50540,15.03.2025 12:00,0.8,4.1,3.8,,5.2
36852,Bergen - Florida,SN50540,15.03.2025 13:00,1.6,4.2,4.0,4.1,4.8
36853,Bergen - Florida,SN50540,15.03.2025 14:00,2.3,4.5,4.2,2.6,4.5
36854,Bergen - Florida,SN50540,15.03.2025 15:00,3.6,5.0,4.5,3.9,4.4
36855,Bergen - Florida,SN50540,15.03.2025 16:00,1.6,6.3,5.1,2.9,4.3
36856,Bergen - Florida,SN50540,15.03.2025 17:00,0.2,6.8,6.3,3.5,6.5
36857,Bergen - Florida,SN50540,15.03.2025 18:00,0.7,6.7,6.3,2.4,3.8
36858,Bergen - Florida,SN50540,15.03.2025 19:00,0.0,6.3,6.1,2.2,3.0
36859,Bergen - Florida,SN50540,15.03.2025 20:00,0.0,6.1,5.9,2.4,3.7
36860,Bergen - Florida,SN50540,15.03.2025 21:00,0.0,5.9,5.3,2.8,2.9
36861,Bergen - Florida,SN50540,15.03.2025 22:00,0.0,5.3,4.6,1.3,3.0
36862,Bergen - Florida,SN50540,15.03.2025 23:00,0.0,4.8,4.3,1.2,1.4
36863,Bergen - Florida,SN50540,16.03.2025 00:00,0.0,4.3,3.5,1.2,1.2
36864,Bergen - Florida,SN50540,16.03.2025 01:00,0.0,4.0,3.6,3.0,3.0
36865,Bergen - Florida,SN50540,16.03.2025 02:00,0.1,3.9,3.5,4.4,4.5
36866,Bergen - Florida,SN50540,16.03.2025 03:00,0.6,3.6,3.4,5.0,6.1
36867,Bergen - Florida,SN50540,16.03.2025 04:00,0.0,3.5,2.9,3.5,4.9
36868,Bergen - Florida,SN50540,16.03.2025 05:00,0.0,3.1,2.9,3.4,4.8
36869,Bergen - Florida,SN50540,16.03.2025 06:00,0.0,3.1,2.5,4.4,4.4
36870,Bergen - Florida,SN50540,16.03.2025 07:00,0.0,2.5,2.0,5.6,5.6
36871,Bergen - Florida,SN50540,16.03.2025 08:00,0.0,2.4,2.1,6.3,6.5
36872,Bergen - Florida,SN50540,16.03.2025 09:00,0.0,2.5,2.2,7.3,8.9
36873,Bergen - Florida,SN50540,16.03.2025 10:00,0.0,3.5,2.5,6.4,7.1
36874,Bergen - Florida,SN50540,16.03.2025 11:00,0.0,4.7,3.6,6.5,7.1
36875,Bergen - Florida,SN50540,16.03.2025 12:00,0.0,5.6,4.2,7.1,8.3
36876,Bergen - Florida,SN50540,16.03.2025 13:00,0.0,6.2,5.2,7.4,8.1
36877,Bergen - Florida,SN50540,16.03.2025 14:00,0.0,6.6,6.1,6.8,8.3
36878,Bergen - Florida,SN50540,16.03.2025 15:00,0.0,6.8,6.2,5.1,7.4
36879,Bergen - Florida,SN50540,16.03.2025 16:00,0.0,6.9,6.4,5.2,6.5
36880,Bergen - Florida,SN50540,16.03.2025 17:00,0.0,6.6,5.7,6.6,6.6
36881,Bergen - Florida,SN50540,16.03.2025 18:00,0.0,5.6,4.7,5.8,6.8
36882,Bergen - Florida,SN50540,16.03.2025 19:00,0.0,4.6,4.3,4.7,6.1
36883,Bergen - Florida,SN50540,16.03.2025 20:00,0.0,4.3,3.4,2.6,6.2
36884,Bergen - Florida,SN50540,16.03.2025 21:00,0.0,3.6,2.9,1.8,4.0
36885,Bergen - Florida,SN50540,16.03.2025 22:00,0.0,3.4,3.1,2.0,4.7
36886,Bergen - Florida,SN50540,16.03.2025 23:00,0.0,3.1,1.7,3.1,3.1
36887,Bergen - Florida,SN50540,17.03.2025 00:00,0.0,1.9,1.0,1.4,3.3
36888,Bergen - Florida,SN50540,17.03.2025 01:00,0.0,0.9,0.2,1.9,2.4
36889,Bergen - Florida,SN50540,17.03.2025 02:00,0.0,0.2,-0.9,0.7,1.9
36890,Bergen - Florida,SN50540,17.03.2025 03:00,0.0,-0.9,-1.4,0.7,1.6
36891,Bergen - Florida,SN50540,17.03.2025 04:00,0.0,-1.1,-1.6,2.0,2.0
36892,Bergen - Florida,SN50540,17.03.2025 05:00,0.0,-1.5,-2.2,1.8,2.0
36893,Bergen - Florida,SN50540,17.03.2025 06:00,0.0,-1.6,-2.2,0.4,2.2
36894,Bergen - Florida,SN50540,17.03.2025 07:00,0.0,-1.3,-2.2,0.4,0.7
36895,Bergen - Florida,SN50540,17.03.2025 08:00,0.0,-0.3,-1.3,0.4,0.5
36896,Bergen - Florida,SN50540,17.03.2025 09:00,0.0,0.8,-0.3,0.6,0.9
36897,Bergen - Florida,SN50540,17.03.2025 10:00,0.0,1.8,0.8,0.5,0.8
36898,Bergen - Florida,SN50540,17.03.2025 11:00,0.0,3.1,1.7,1.3,1.5
36899,Bergen - Florida,SN50540,17.03.2025 12:00,0.0,5.6,3.1,1.9,2.4
36900,Bergen - Florida,SN50540,17.03.2025 13:00,0.0,6.3,5.0,0.7,2.0
36901,Bergen - Florida,SN50540,17.03.2025 14:00,0.0,6.6,5.9,1.9,2.6
36902,Bergen - Florida,SN50540,17.03.2025 15:00,0.0,6.2,5.5,1.4,3.2
36903,Bergen - Florida,SN50540,17.03.2025 16:00,0.0,5.8,5.1,2.2,3.5
36904,Bergen - Florida,SN50540,17.03.2025 17:00,0.0,5.0,4.8,2.2,2.4
36905,Bergen - Florida,SN50540,17.03.2025 18:00,0.0,4.8,3.8,3.6,4.0
36906,Bergen - Florida,SN50540,17.03.2025 19:00,0.0,3.8,3.1,2.7,3.6
36907,Bergen - Florida,SN50540,17.03.2025 20:00,0.2,3.1,2.9,3.0,3.7
36908,Bergen - Florida,SN50540,17.03.2025 21:00,0.7,3.1,2.9,2.4,3.3
36909,Bergen - Florida,SN50540,17.03.2025 22:00,0.2,3.4,3.2,2.3,2.5
36910,Bergen - Florida,SN50540,17.03.2025 23:00,0.0,3.5,3.4,2.2,2.6
36911,Bergen - Florida,SN50540,18.03.2025 00:00,0.0,3.6,3.5,2.2,2.2
36912,Bergen - Florida,SN50540,18.03.2025 01:00,0.0,3.5,3.5,2.4,2.5
36913,Bergen - Florida,SN50540,18.03.2025 02:00,0.0,3.5,3.5,2.2,2.9
36914,Bergen - Florida,SN50540,18.03.2025 03:00,0.0,3.5,3.3,2.8,3.2
36915,Bergen - Florida,SN50540,18.03.2025 04:00,0.0,3.4,3.1,0.9,2.9
36916,Bergen - Florida,SN50540,18.03.2025 05:00,0.0,3.2,2.8,2.0,2.4
36917,Bergen - Florida,SN50540,18.03.2025 06:00,0.0,2.9,2.7,3.2,3.2
36918,Bergen - Florida,SN50540,18.03.2025 07:00,0.0,2.9,2.8,3.0,3.7
36919,Bergen - Florida,SN50540,18.03.2025 08:00,0.2,3.2,2.9,3.0,3.0
36920,Bergen - Florida,SN50540,18.03.2025 09:00,0.5,4.0,3.2,2.4,3.2
36921,Bergen - Florida,SN50540,18.03.2025 10:00,0.5,4.8,3.8,1.7,2.4
36922,Bergen - Florida,SN50540,18.03.2025 11:00,0.0,5.7,4.8,1.0,1.6
36923,Bergen - Florida,SN50540,18.03.2025 12:00,0.1,5.8,5.5,1.4,2.8
36924,Bergen - Florida,SN50540,18.03.2025 13:00,0.2,7.0,5.7,1.7,2.2
36925,Bergen - Florida,SN50540,18.03.2025 14:00,0.0,7.0,6.0,3.2,4.3
36926,Bergen - Florida,SN50540,18.03.2025 15:00,0.0,6.4,6.0,2.9,3.3
36927,Bergen - Florida,SN50540,18.03.2025 16:00,0.1,8.1,5.6,2.3,4.1
36928,Bergen - Florida,SN50540,18.03.2025 17:00,0.0,6.3,5.4,2.6,3.7
36929,Bergen - Florida,SN50540,18.03.2025 18:00,0.0,6.1,5.5,2.4,2.8
36930,Bergen - Florida,SN50540,18.03.2025 19:00,0.0,5.5,5.0,0.8,3.0
36931,Bergen - Florida,SN50540,18.03.2025 20:00,0.0,5.0,4.6,1.8,1.8
36932,Bergen - Florida,SN50540,18.03.2025 21:00,0.0,4.6,4.1,1.8,2.0
36933,Bergen - Florida,SN50540,18.03.2025 22:00,0.0,4.4,4.1,2.2,2.3
36934,Bergen - Florida,SN50540,18.03.2025 23:00,0.0,4.1,4.0,2.7,2.8
36935,Bergen - Florida,SN50540,19.03.2025 00:00,0.0,4.3,3.9,1.5,2.7
36936,Bergen - Florida,SN50540,19.03.2025 01:00,0.0,4.2,4.0,2.3,2.8
36937,Bergen - Florida,SN50540,19.03.2025 02:00,0.0,4.0,3.9,2.2,2.6
36938,Bergen - Florida,SN50540,19.03.2025 03:00,0.4,3.9,3.8,2.2,2.2
36939,Bergen - Florida,SN50540,19.03.2025 04:00,0.0,3.8,3.7,3.1,3.5
36940,Bergen - Florida,SN50540,19.03.2025 05:00,0.0,3.8,3.6,2.8,3.1
36941,Bergen - Florida,SN50540,19.03.2025 06:00,0.0,3.7,3.6,3.1,3.7
36942,Bergen - Florida,SN50540,19.03.2025 07:00,0.0,3.7,3.5,2.6,3.1
36943,Bergen - Florida,SN50540,19.03.2025 08:00,0.0,4.2,3.7,2.1,3.1
36944,Bergen - Florida,SN50540,19.03.2025 09:00,0.0,4.9,4.2,3.4,3.4
36945,Bergen - Florida,SN50540,19.03.2025 10:00,0.0,5.4,4.8,2.9,3.9
36946,Bergen - Florida,SN50540,19.03.2025 11:00,0.0,6.0,5.4,2.4,3.0
36947,Bergen - Florida,SN50540,19.03.2025 12:00,0.0,7.2,5.8,4.1,4.3
36948,Bergen - Florida,SN50540,19.03.2025 13:00,0.0,8.3,6.4,3.9,4.4
36949,Bergen - Florida,SN50540,19.03.2025 14:00,0.0,7.9,6.4,3.0,4.2
36950,Bergen - Florida,SN50540,19.03.2025 15:00,0.0,7.8,6.6,3.2,4.7
36951,Bergen - Florida,SN50540,19.03.2025 16:00,0.0,7.1,6.3,2.4,3.5
36952,Bergen - Florida,SN50540,19.03.2025 17:00,0.0,7.0,6.1,2.8,3.5
36953,Bergen - Florida,SN50540,19.03.2025 18:00,0.0,6.0,5.0,3.3,4.2
36954,Bergen - Florida,SN50540,19.03.2025 19:00,0.0,5.0,4.7,3.0,3.6
36955,Bergen - Florida,SN50540,19.03.2025 20:00,0.0,4.7,4.2,3.0,4.0
36956,Bergen - Florida,SN50540,19.03.2025 21:00,0.0,4.3,3.5,2.2,3.1
36957,Bergen - Florida,SN50540,19.03.2025 22:00,0.0,3.7,3.0,2.4,2.5
36958,Bergen - Florida,SN50540,19.03.2025 23:00,0.0,3.1,2.4,1.8,2.3
36959,Bergen - Florida,SN50540,20.03.2025 00:00,0.0,3.4,3.0,3.4,3.4
36960,Bergen - Florida,SN50540,20.03.2025 01:00,0.0,3.7,3.4,4.4,4.6
36961,Bergen - Florida,SN50540,20.03.2025 02:00,0.0,4.0,3.8,6.0,6.0
36962,Bergen - Florida,SN50540,20.03.2025 03:00,0.0,4.0,3.9,5.7,6.4
36963,Bergen - Florida,SN50540,20.03.2025 04:00,0.0,4.0,3.9,5.7,6.3
36964,Bergen - Florida,SN50540,20.03.2025 05:00,0.0,4.4,4.0,5.0,5.7
36965,Bergen - Florida,SN50540,20.03.2025 06:00,0.0,4.2,3.9,2.5,4.9
36966,Bergen - Florida,SN50540,20.03.2025 07:00,0.0,4.2,3.9,2.1,3.3
36967,Bergen - Florida,SN50540,20.03.2025 08:00,0.0,4.4,4.2,1.7,4.4
36968,Bergen - Florida,SN50540,20.03.2025 09:00,0.0,4.8,4.4,2.6,2.8
36969,Bergen - Florida,SN50540,20.03.2025 10:00,0.0,5.0,4.7,1.9,2.7
36970,Bergen - Florida,SN50540,20.03.2025 11:00,0.0,5.5,5.0,2.8,3.1
36971,Bergen - Florida,SN50540,20.03.2025 12:00,0.0,5.4,5.1,2.8,3.7
36972,Bergen - Florida,SN50540,20.03.2025 13:00,0.0,7.0,5.4,4.3,4.3
36973,Bergen - Florida,SN50540,20.03.2025 14:00,0.0,8.3,6.6,4.3,4.6
36974,Bergen - Florida,SN50540,20.03.2025 15:00,0.0,8.8,7.3,3.5,4.8
36975,Bergen - Florida,SN50540,20.03.2025 16:00,0.0,8.9,8.1,3.5,4.3
36976,Bergen - Florida,SN50540,20.03.2025 17:00,0.0,8.1,7.6,2.3,3.5
36977,Bergen - Florida,SN50540,20.03.2025 18:00,0.0,7.6,6.6,3.2,3.7
36978,Bergen - Florida,SN50540,20.03.2025 19:00,0.0,6.6,5.9,3.1,3.2
36979,Bergen - Florida,SN50540,20.03.2025 20:00,0.0,5.8,5.2,0.5,3.7
36980,Bergen - Florida,SN50540,20.03.2025 21:00,0.0,5.2,4.4,0.9,3.0
36981,Bergen - Florida,SN50540,20.03.2025 22:00,0.0,4.4,3.1,1.3,1.4
36982,Bergen - Florida,SN50540,20.03.2025 23:00,0.0,3.2,2.2,0.5,2.0
36983,Bergen - Florida,SN50540,21.03.2025 00:00,0.0,2.3,1.8,1.0,1.1
36984,Bergen - Florida,SN50540,21.03.2025 01:00,0.0,1.9,1.5,0.3,1.3
36985,Bergen - Florida,SN50540,21.03.2025 02:00,0.0,1.6,1.0,1.0,1.3
36986,Bergen - Florida,SN50540,21.03.2025 03:00,0.0,1.5,0.4,0.6,0.9
36987,Bergen - Florida,SN50540,21.03.2025 04:00,0.0,0.9,0.4,0.2,1.0
36988,Bergen - Florida,SN50540,21.03.2025 05:00,0.0,0.7,0.3,1.6,1.6
36989,Bergen - Florida,SN50540,21.03.2025 06:00,0.0,0.7,0.3,0.4,2.3
36990,Bergen - Florida,SN50540,21.03.2025 07:00,0.0,0.9,0.3,2.9,2.9
36991,Bergen - Florida,SN50540,21.03.2025 08:00,0.0,1.6,1.0,2.4,2.9
36992,Bergen - Florida,SN50540,21.03.2025 09:00,0.0,4.5,1.6,0.7,2.4
36993,Bergen - Florida,SN50540,21.03.2025 10:00,0.0,8.1,4.3,0.9,1.5
36994,Bergen - Florida,SN50540,21.03.2025 11:00,0.0,11.3,8.2,5.6,6.3
36995,Bergen - Florida,SN50540,21.03.2025 12:00,0.0,12.4,11.3,7.4,7.4
36996,Bergen - Florida,SN50540,21.03.2025 13:00,0.0,12.7,11.4,3.8,7.6
36997,Bergen - Florida,SN50540,21.03.2025 14:00,0.0,12.7,11.7,5.7,6.0
